Date,Price
5/9/2025,"25,978.50"
5/8/2025,"25,963.50"
5/7/2025,"25,962.50"
5/6/2025,"25,963.50"
5/5/2025,"25,957.50"
5/2/2025,"26,005.00"
5/1/2025,"26,005.00"
4/30/2025,"26,005.00"
4/29/2025,"26,005.00"
4/28/2025,"26,000.00"
4/26/2025,"26,025.00"
4/25/2025,"26,021.50"
4/24/2025,"26,029.00"
4/23/2025,"25,995.00"
4/22/2025,"25,965.00"
4/21/2025,"25,871.00"
4/18/2025,"25,925.00"
4/17/2025,"25,837.00"
4/16/2025,"25,830.00"
4/15/2025,"25,790.00"
4/14/2025,"25,824.00"
4/11/2025,"25,715.00"
4/10/2025,"25,740.00"
4/9/2025,"25,960.00"
4/8/2025,"25,995.00"
4/7/2025,"25,780.00"
4/4/2025,"25,780.00"
4/3/2025,"25,790.00"
4/2/2025,"25,600.00"
4/1/2025,"25,620.00"
3/31/2025,"25,565.00"
3/28/2025,"25,550.00"
3/27/2025,"25,560.00"
3/26/2025,"25,555.00"
3/25/2025,"25,600.00"
3/24/2025,"25,620.00"
3/21/2025,"25,585.00"
3/20/2025,"25,545.00"
3/19/2025,"25,535.00"
3/18/2025,"25,510.00"
3/17/2025,"25,510.00"
3/14/2025,"25,500.00"
3/13/2025,"25,490.00"
3/12/2025,"25,445.00"
3/11/2025,"25,450.00"
3/10/2025,"25,525.00"
3/7/2025,"25,480.00"
3/6/2025,"25,485.00"
3/5/2025,"25,490.00"
3/4/2025,"25,540.00"
3/3/2025,"25,575.00"
2/28/2025,"25,530.00"
2/27/2025,"25,520.00"
2/26/2025,"25,535.00"
2/25/2025,"25,520.00"
2/24/2025,"25,468.00"
2/21/2025,"25,510.00"
2/20/2025,"25,500.00"
2/19/2025,"25,515.00"
2/18/2025,"25,500.00"
2/17/2025,"25,470.00"
2/14/2025,"25,370.00"
2/13/2025,"25,440.00"
2/12/2025,"25,550.00"
2/11/2025,"25,530.00"
2/10/2025,"25,380.00"
2/7/2025,"25,290.00"
2/6/2025,"25,260.00"
2/5/2025,"25,145.00"
2/4/2025,"25,160.00"
2/3/2025,"25,280.00"
1/31/2025,"25,060.00"
1/30/2025,"25,060.00"
1/29/2025,"25,060.00"
1/28/2025,"25,060.00"
1/27/2025,"25,060.00"
1/24/2025,"25,060.00"
1/23/2025,"25,080.00"
1/22/2025,"25,050.00"
1/21/2025,"25,260.00"
1/20/2025,"25,315.00"
1/17/2025,"25,315.00"
1/16/2025,"25,370.00"
1/15/2025,"25,375.00"
1/14/2025,"25,380.00"
1/13/2025,"25,390.00"
1/10/2025,"25,360.00"
1/9/2025,"25,375.00"
1/8/2025,"25,370.00"
1/7/2025,"25,360.00"
1/6/2025,"25,370.00"
1/3/2025,"25,400.00"
1/2/2025,"25,450.00"
1/1/2025,"25,480.00"
12/31/2024,"25,480.00"
12/30/2024,"25,476.00"
12/27/2024,"25,445.00"
12/26/2024,"25,425.00"
12/25/2024,"25,420.00"
12/24/2024,"25,425.00"
12/23/2024,"25,440.00"
12/20/2024,"25,445.00"
12/19/2024,"25,450.00"
12/18/2024,"25,445.00"
12/17/2024,"25,430.00"
12/16/2024,"25,385.00"
12/13/2024,"25,400.00"
12/12/2024,"25,394.00"
12/11/2024,"25,380.00"
12/10/2024,"25,360.00"
12/9/2024,"25,370.00"
12/6/2024,"25,375.00"
12/5/2024,"25,380.00"
12/4/2024,"25,400.00"
12/3/2024,"25,395.00"
12/2/2024,"25,374.00"
11/29/2024,"25,344.00"
11/28/2024,"25,358.00"
11/27/2024,"25,375.00"
11/26/2024,"25,405.00"
11/25/2024,"25,410.00"
11/22/2024,"25,417.00"
11/21/2024,"25,415.00"
11/20/2024,"25,415.00"
11/19/2024,"25,395.00"
11/18/2024,"25,405.00"
11/15/2024,"25,380.00"
11/14/2024,"25,390.00"
11/13/2024,"25,330.00"
11/12/2024,"25,340.00"
11/11/2024,"25,310.00"
11/8/2024,"25,260.00"
11/7/2024,"25,350.00"
11/6/2024,"25,370.00"
11/5/2024,"25,330.00"
11/4/2024,"25,310.00"
11/1/2024,"25,280.00"
10/31/2024,"25,270.00"
10/30/2024,"25,280.00"
10/29/2024,"25,295.00"
10/28/2024,"25,345.00"
10/25/2024,"25,355.00"
10/24/2024,"25,385.00"
10/23/2024,"25,400.00"
10/22/2024,"25,390.00"
10/21/2024,"25,285.00"
10/18/2024,"25,150.00"
10/17/2024,"25,180.00"
10/16/2024,"24,970.00"
10/15/2024,"24,925.00"
10/14/2024,"24,840.00"
10/11/2024,"24,805.00"
10/10/2024,"24,830.00"
10/9/2024,"24,830.00"
10/8/2024,"24,835.00"
10/7/2024,"24,840.00"
10/4/2024,"24,755.00"
10/3/2024,"24,745.00"
10/2/2024,"24,652.00"
10/1/2024,"24,595.00"
9/30/2024,"24,555.00"
9/27/2024,"24,590.00"
9/26/2024,"24,615.00"
9/25/2024,"24,580.00"
9/24/2024,"24,590.00"
9/23/2024,"24,615.00"
9/20/2024,"24,590.00"
9/19/2024,"24,565.00"
9/18/2024,"24,600.00"
9/17/2024,"24,620.00"
9/16/2024,"24,530.00"
9/13/2024,"24,530.00"
9/12/2024,"24,575.00"
9/11/2024,"24,550.00"
9/10/2024,"24,660.00"
9/9/2024,"24,680.00"
9/6/2024,"24,600.00"
9/5/2024,"24,730.00"
9/4/2024,"24,852.00"
9/3/2024,"24,860.00"
9/2/2024,"24,860.00"
8/30/2024,"24,860.00"
8/29/2024,"24,870.00"
8/28/2024,"24,855.00"
8/27/2024,"24,820.00"
8/26/2024,"24,860.00"
8/23/2024,"24,965.00"
8/22/2024,"24,960.00"
8/21/2024,"24,930.00"
8/20/2024,"24,915.00"
8/19/2024,"24,960.00"
8/16/2024,"25,050.00"
8/15/2024,"25,035.00"
8/14/2024,"25,020.00"
8/13/2024,"25,115.00"
8/12/2024,"25,120.00"
8/9/2024,"25,090.00"
8/8/2024,"25,135.00"
8/7/2024,"25,155.00"
8/6/2024,"25,130.00"
8/5/2024,"25,080.00"
8/2/2024,"25,205.00"
8/1/2024,"25,215.00"
7/31/2024,"25,235.00"
7/30/2024,"25,275.00"
7/29/2024,"25,275.00"
7/26/2024,"25,300.00"
7/25/2024,"25,285.00"
7/24/2024,"25,350.00"
7/23/2024,"25,355.00"
7/22/2024,"25,325.00"
7/19/2024,"25,315.00"
7/18/2024,"25,310.00"
7/17/2024,"25,315.00"
7/16/2024,"25,375.00"
7/15/2024,"25,360.00"
7/12/2024,"25,410.00"
7/11/2024,"25,423.00"
7/10/2024,"25,415.00"
7/9/2024,"25,413.00"
7/8/2024,"25,415.00"
7/5/2024,"25,412.00"
7/4/2024,"25,450.00"
7/3/2024,"25,450.00"
7/2/2024,"25,450.00"
7/1/2024,"25,450.00"
6/28/2024,"25,445.00"
6/27/2024,"25,455.00"
6/26/2024,"25,465.00"
6/25/2024,"25,455.00"
6/24/2024,"25,455.00"
6/21/2024,"25,450.00"
6/20/2024,"25,450.00"
6/19/2024,"25,450.00"
6/18/2024,"25,445.00"
6/17/2024,"25,450.00"
6/14/2024,"25,450.00"
6/13/2024,"25,435.00"
6/12/2024,"25,435.00"
6/11/2024,"25,435.00"
6/10/2024,"25,415.00"
6/7/2024,"25,400.00"
6/6/2024,"25,420.00"
6/5/2024,"25,415.00"
6/4/2024,"25,410.00"
6/3/2024,"25,432.00"
5/31/2024,"25,440.00"
5/30/2024,"25,450.00"
5/29/2024,"25,450.00"
5/28/2024,"25,448.00"
5/27/2024,"25,445.00"
5/24/2024,"25,465.00"
5/23/2024,"25,469.00"
5/22/2024,"25,464.00"
5/21/2024,"25,461.00"
5/20/2024,"25,452.00"
5/17/2024,"25,448.00"
5/16/2024,"25,431.00"
5/15/2024,"25,445.00"
5/14/2024,"25,450.00"
5/13/2024,"25,453.00"
5/10/2024,"25,450.00"
5/9/2024,"25,440.00"
5/8/2024,"25,425.00"
5/7/2024,"25,400.00"
5/6/2024,"25,370.00"
5/3/2024,"25,400.00"
5/2/2024,"25,390.00"
5/1/2024,"25,330.00"
4/30/2024,"25,330.00"
4/29/2024,"25,330.00"
4/26/2024,"25,330.00"
4/25/2024,"25,350.00"
4/24/2024,"25,405.00"
4/23/2024,"25,440.00"
4/22/2024,"25,455.00"
4/19/2024,"25,440.00"
4/18/2024,"25,400.00"
4/17/2024,"25,400.00"
4/16/2024,"25,280.00"
4/15/2024,"25,180.00"
4/12/2024,"25,015.00"
4/11/2024,"24,980.00"
4/10/2024,"24,935.00"
4/9/2024,"24,945.00"
4/8/2024,"24,960.00"
4/5/2024,"24,950.00"
4/4/2024,"24,935.00"
4/3/2024,"25,000.00"
4/2/2024,"24,900.00"
4/1/2024,"24,795.00"
3/29/2024,"24,810.00"
3/28/2024,"24,790.00"
3/27/2024,"24,785.00"
3/26/2024,"24,770.00"
3/25/2024,"24,740.00"
3/22/2024,"24,768.00"
3/21/2024,"24,785.00"
3/20/2024,"24,775.00"
3/19/2024,"24,740.00"
3/18/2024,"24,715.00"
3/15/2024,"24,710.00"
3/14/2024,"24,690.00"
3/13/2024,"24,675.00"
3/12/2024,"24,645.00"
3/11/2024,"24,635.00"
3/8/2024,"24,640.00"
3/7/2024,"24,680.00"
3/6/2024,"24,665.00"
3/5/2024,"24,690.00"
3/4/2024,"24,676.00"
3/1/2024,"24,640.00"
2/29/2024,"24,640.00"
2/28/2024,"24,620.00"
2/27/2024,"24,625.00"
2/26/2024,"24,660.00"
2/23/2024,"24,630.00"
2/22/2024,"24,590.00"
2/21/2024,"24,525.00"
2/20/2024,"24,525.00"
2/19/2024,"24,530.00"
2/16/2024,"24,510.00"
2/15/2024,"24,450.00"
2/14/2024,"24,400.00"
2/13/2024,"24,400.00"
2/12/2024,"24,400.00"
2/9/2024,"24,400.00"
2/8/2024,"24,400.00"
2/7/2024,"24,400.00"
2/6/2024,"24,355.00"
2/5/2024,"24,370.00"
2/2/2024,"24,335.00"
2/1/2024,"24,400.00"
1/31/2024,"24,415.00"
1/30/2024,"24,395.00"
1/29/2024,"24,530.00"
1/26/2024,"24,595.00"
1/25/2024,"24,605.00"
1/24/2024,"24,600.00"
1/23/2024,"24,565.00"
1/22/2024,"24,550.00"
1/19/2024,"24,540.00"
1/18/2024,"24,545.00"
1/17/2024,"24,530.00"
1/16/2024,"24,500.00"
1/15/2024,"24,470.00"
1/12/2024,"24,490.00"
1/11/2024,"24,475.00"
1/10/2024,"24,405.00"
1/9/2024,"24,360.00"
1/8/2024,"24,330.00"
1/5/2024,"24,370.00"
1/4/2024,"24,360.00"
1/3/2024,"24,370.00"
1/2/2024,"24,325.00"
1/1/2024,"24,260.00"
12/29/2023,"24,260.00"
12/28/2023,"24,235.00"
12/27/2023,"24,345.00"
12/26/2023,"24,325.00"
12/25/2023,"24,230.00"
12/22/2023,"24,235.00"
12/21/2023,"24,320.00"
12/20/2023,"24,335.00"
12/19/2023,"24,350.00"
12/18/2023,"24,350.00"
12/15/2023,"24,260.00"
12/14/2023,"24,245.00"
12/13/2023,"24,279.00"
12/12/2023,"24,260.00"
12/11/2023,"24,250.00"
12/8/2023,"24,220.00"
12/7/2023,"24,275.00"
12/6/2023,"24,274.00"
12/5/2023,"24,266.00"
12/4/2023,"24,250.00"
12/1/2023,"24,290.00"
11/30/2023,"24,250.00"
11/29/2023,"24,260.00"
11/28/2023,"24,230.00"
11/27/2023,"24,230.00"
11/24/2023,"24,260.00"
11/23/2023,"24,240.00"
11/22/2023,"24,205.00"
11/21/2023,"24,130.00"
11/20/2023,"24,170.00"
11/17/2023,"24,250.00"
11/16/2023,"24,288.00"
11/15/2023,"24,290.00"
11/14/2023,"24,355.00"
11/13/2023,"24,383.00"
11/10/2023,"24,315.00"
11/9/2023,"24,340.00"
11/8/2023,"24,370.00"
11/7/2023,"24,310.00"
11/6/2023,"24,335.00"
11/3/2023,"24,520.00"
11/2/2023,"24,570.00"
11/1/2023,"24,585.00"
10/31/2023,"24,560.00"
10/30/2023,"24,558.00"
10/27/2023,"24,570.00"
10/26/2023,"24,590.00"
10/25/2023,"24,560.00"
10/24/2023,"24,550.00"
10/23/2023,"24,590.00"
10/20/2023,"24,520.00"
10/19/2023,"24,550.00"
10/18/2023,"24,555.00"
10/17/2023,"24,490.00"
10/16/2023,"24,460.00"
10/13/2023,"24,440.00"
10/12/2023,"24,435.00"
10/11/2023,"24,440.00"
10/10/2023,"24,390.00"
10/9/2023,"24,370.00"
10/6/2023,"24,360.00"
10/5/2023,"24,380.00"
10/4/2023,"24,420.00"
10/3/2023,"24,385.00"
10/2/2023,"24,340.00"
9/29/2023,"24,280.00"
9/28/2023,"24,385.00"
9/27/2023,"24,385.00"
9/26/2023,"24,380.00"
9/25/2023,"24,380.00"
9/22/2023,"24,360.00"
9/21/2023,"24,310.00"
9/20/2023,"24,270.00"
9/19/2023,"24,370.00"
9/18/2023,"24,370.00"
9/15/2023,"24,250.00"
9/14/2023,"24,220.00"
9/13/2023,"24,155.00"
9/12/2023,"24,100.00"
9/11/2023,"24,075.00"
9/8/2023,"24,055.00"
9/7/2023,"24,060.00"
9/6/2023,"24,055.00"
9/5/2023,"24,050.00"
9/4/2023,"24,060.00"
9/1/2023,"24,060.00"
8/31/2023,"24,060.00"
8/30/2023,"24,110.00"
8/29/2023,"24,180.00"
8/28/2023,"24,080.00"
8/25/2023,"24,024.00"
8/24/2023,"23,995.00"
8/23/2023,"23,985.00"
8/22/2023,"23,920.00"
8/21/2023,"23,805.00"
8/18/2023,"23,805.00"
8/17/2023,"23,850.00"
8/16/2023,"23,935.00"
8/15/2023,"23,965.00"
8/14/2023,"23,815.00"
8/11/2023,"23,750.00"
8/10/2023,"23,740.00"
8/9/2023,"23,735.00"
8/8/2023,"23,730.00"
8/7/2023,"23,720.00"
8/4/2023,"23,725.00"
8/3/2023,"23,750.00"
8/2/2023,"23,735.00"
8/1/2023,"23,680.00"
7/31/2023,"23,680.00"
7/28/2023,"23,685.00"
7/27/2023,"23,661.00"
7/26/2023,"23,665.00"
7/25/2023,"23,655.00"
7/24/2023,"23,665.00"
7/21/2023,"23,656.00"
7/20/2023,"23,647.00"
7/19/2023,"23,630.00"
7/18/2023,"23,635.00"
7/17/2023,"23,630.00"
7/14/2023,"23,630.00"
7/13/2023,"23,665.00"
7/12/2023,"23,660.00"
7/11/2023,"23,690.00"
7/10/2023,"23,640.00"
7/7/2023,"23,635.00"
7/6/2023,"23,710.00"
7/5/2023,"23,745.00"
7/4/2023,"23,700.00"
7/3/2023,"23,695.00"
6/30/2023,"23,575.00"
6/29/2023,"23,569.00"
6/28/2023,"23,555.00"
6/27/2023,"23,520.00"
6/26/2023,"23,530.00"
6/23/2023,"23,515.00"
6/22/2023,"23,515.00"
6/21/2023,"23,505.00"
6/20/2023,"23,520.00"
6/19/2023,"23,520.00"
6/16/2023,"23,520.00"
6/15/2023,"23,525.00"
6/14/2023,"23,500.00"
6/13/2023,"23,495.00"
6/12/2023,"23,480.00"
6/9/2023,"23,470.00"
6/8/2023,"23,490.00"
6/7/2023,"23,485.00"
6/6/2023,"23,485.00"
6/5/2023,"23,495.00"
6/2/2023,"23,475.00"
6/1/2023,"23,485.00"
5/31/2023,"23,485.00"
5/30/2023,"23,480.00"
5/29/2023,"23,465.00"
5/26/2023,"23,475.00"
5/25/2023,"23,470.00"
5/24/2023,"23,470.00"
5/23/2023,"23,470.00"
5/22/2023,"23,438.00"
5/19/2023,"23,460.00"
5/18/2023,"23,450.00"
5/17/2023,"23,450.00"
5/16/2023,"23,450.00"
5/15/2023,"23,458.00"
5/12/2023,"23,450.00"
5/11/2023,"23,465.00"
5/10/2023,"23,465.00"
5/9/2023,"23,460.00"
5/8/2023,"23,443.00"
5/5/2023,"23,440.00"
5/4/2023,"23,445.00"
5/3/2023,"23,450.00"
5/2/2023,"23,450.00"
5/1/2023,"23,450.00"
4/28/2023,"23,450.00"
4/27/2023,"23,445.00"
4/26/2023,"23,465.00"
4/25/2023,"23,473.00"
4/24/2023,"23,494.00"
4/21/2023,"23,485.00"
4/20/2023,"23,488.00"
4/19/2023,"23,511.00"
4/18/2023,"23,505.00"
4/17/2023,"23,485.00"
4/14/2023,"23,440.00"
4/13/2023,"23,440.00"
4/12/2023,"23,442.00"
4/11/2023,"23,445.00"
4/10/2023,"23,440.00"
4/7/2023,"23,442.00"
4/6/2023,"23,451.00"
4/5/2023,"23,465.00"
4/4/2023,"23,460.00"
4/3/2023,"23,470.00"
3/31/2023,"23,450.00"
3/30/2023,"23,470.00"
3/29/2023,"23,480.00"
3/28/2023,"23,480.00"
3/27/2023,"23,500.00"
3/24/2023,"23,510.00"
3/23/2023,"23,490.00"
3/22/2023,"23,510.00"
3/21/2023,"23,570.00"
3/20/2023,"23,570.00"
3/17/2023,"23,570.00"
3/16/2023,"23,560.00"
3/15/2023,"23,565.00"
3/14/2023,"23,570.00"
3/13/2023,"23,570.00"
3/10/2023,"23,660.00"
3/9/2023,"23,680.00"
3/8/2023,"23,710.00"
3/7/2023,"23,640.00"
3/6/2023,"23,650.00"
3/3/2023,"23,710.00"
3/2/2023,"23,700.00"
3/1/2023,"23,710.00"
2/28/2023,"23,740.00"
2/27/2023,"23,805.00"
2/24/2023,"23,780.00"
2/23/2023,"23,815.00"
2/22/2023,"23,780.00"
2/21/2023,"23,705.00"
2/20/2023,"23,725.00"
2/17/2023,"23,810.00"
2/16/2023,"23,680.00"
2/15/2023,"23,615.00"
2/14/2023,"23,600.00"
2/13/2023,"23,595.00"
2/10/2023,"23,565.00"
2/9/2023,"23,560.00"
2/8/2023,"23,590.00"
2/7/2023,"23,600.00"
2/6/2023,"23,480.00"
2/3/2023,"23,440.00"
2/2/2023,"23,449.00"
2/1/2023,"23,440.00"
1/31/2023,"23,445.00"
1/30/2023,"23,470.00"
1/27/2023,"23,460.00"
1/26/2023,"23,440.00"
1/25/2023,"23,440.00"
1/24/2023,"23,440.00"
1/23/2023,"23,440.00"
1/20/2023,"23,440.00"
1/19/2023,"23,440.00"
1/18/2023,"23,437.00"
1/17/2023,"23,427.00"
1/16/2023,"23,445.00"
1/13/2023,"23,435.00"
1/12/2023,"23,438.00"
1/11/2023,"23,440.00"
1/10/2023,"23,445.00"
1/9/2023,"23,447.00"
1/6/2023,"23,460.00"
1/5/2023,"23,475.00"
1/4/2023,"23,510.00"
1/3/2023,"23,515.00"
1/2/2023,"23,610.00"
12/30/2022,"23,610.00"
12/29/2022,"23,600.00"
12/28/2022,"23,620.00"
12/27/2022,"23,580.00"
12/26/2022,"23,590.00"
12/23/2022,"23,560.00"
12/22/2022,"23,630.00"
12/21/2022,"23,700.00"
12/20/2022,"23,730.00"
12/19/2022,"23,700.00"
12/16/2022,"23,580.00"
12/15/2022,"23,500.00"
12/14/2022,"23,520.00"
12/13/2022,"23,600.00"
12/12/2022,"23,680.00"
12/9/2022,"23,550.00"
12/8/2022,"23,780.00"
12/7/2022,"23,900.00"
12/6/2022,"23,980.00"
12/5/2022,"23,980.00"
12/2/2022,"24,350.00"
12/1/2022,"24,500.00"
11/30/2022,"24,630.00"
11/29/2022,"24,750.00"
11/28/2022,"24,770.00"
11/25/2022,"24,760.00"
11/24/2022,"24,833.00"
11/23/2022,"24,844.00"
11/22/2022,"24,850.00"
11/21/2022,"24,835.00"
11/18/2022,"24,800.00"
11/17/2022,"24,805.00"
11/16/2022,"24,775.00"
11/15/2022,"24,765.00"
11/14/2022,"24,735.00"
11/11/2022,"24,805.00"
11/10/2022,"24,865.00"
11/9/2022,"24,862.00"
11/8/2022,"24,871.00"
11/7/2022,"24,870.00"
11/4/2022,"24,870.00"
11/3/2022,"24,860.00"
11/2/2022,"24,835.00"
11/1/2022,"24,850.00"
10/31/2022,"24,840.00"
10/28/2022,"24,820.00"
10/27/2022,"24,830.00"
10/26/2022,"24,830.00"
10/25/2022,"24,840.00"
10/24/2022,"24,830.00"
10/21/2022,"24,820.00"
10/20/2022,"24,530.00"
10/19/2022,"24,450.00"
10/18/2022,"24,430.00"
10/17/2022,"24,310.00"
10/14/2022,"24,110.00"
10/13/2022,"24,120.00"
10/12/2022,"23,945.00"
10/11/2022,"23,925.00"
10/10/2022,"23,870.00"
10/7/2022,"23,875.00"
10/6/2022,"23,870.00"
10/5/2022,"23,865.00"
10/4/2022,"23,875.00"
10/3/2022,"23,880.00"
9/30/2022,"23,855.00"
9/29/2022,"23,820.00"
9/28/2022,"23,730.00"
9/27/2022,"23,730.00"
9/26/2022,"23,715.00"
9/23/2022,"23,700.00"
9/22/2022,"23,700.00"
9/21/2022,"23,690.00"
9/20/2022,"23,670.00"
9/19/2022,"23,670.00"
9/16/2022,"23,650.00"
9/15/2022,"23,620.00"
9/14/2022,"23,590.00"
9/13/2022,"23,553.00"
9/12/2022,"23,520.00"
9/9/2022,"23,515.00"
9/8/2022,"23,542.00"
9/7/2022,"23,580.00"
9/6/2022,"23,520.00"
9/5/2022,"23,505.00"
9/2/2022,"23,450.00"
9/1/2022,"23,450.00"
8/31/2022,"23,450.00"
8/30/2022,"23,415.00"
8/29/2022,"23,430.00"
8/26/2022,"23,412.00"
8/25/2022,"23,423.00"
8/24/2022,"23,425.00"
8/23/2022,"23,430.00"
8/22/2022,"23,410.00"
8/19/2022,"23,400.00"
8/18/2022,"23,401.00"
8/17/2022,"23,401.00"
8/16/2022,"23,403.00"
8/15/2022,"23,400.00"
8/12/2022,"23,392.00"
8/11/2022,"23,390.00"
8/10/2022,"23,385.00"
8/9/2022,"23,385.00"
8/8/2022,"23,388.00"
8/5/2022,"23,385.00"
8/4/2022,"23,393.00"
8/3/2022,"23,394.00"
8/2/2022,"23,353.00"
8/1/2022,"23,355.00"
7/29/2022,"23,335.00"
7/28/2022,"23,358.00"
7/27/2022,"23,375.00"
7/26/2022,"23,370.00"
7/25/2022,"23,385.00"
7/22/2022,"23,400.00"
7/21/2022,"23,410.00"
7/20/2022,"23,410.00"
7/19/2022,"23,412.00"
7/18/2022,"23,440.00"
7/15/2022,"23,450.00"
7/14/2022,"23,415.00"
7/13/2022,"23,388.00"
7/12/2022,"23,389.00"
7/11/2022,"23,347.00"
7/8/2022,"23,355.00"
7/7/2022,"23,350.00"
7/6/2022,"23,373.00"
7/5/2022,"23,360.00"
7/4/2022,"23,335.00"
7/1/2022,"23,300.00"
6/30/2022,"23,255.00"
6/29/2022,"23,265.00"
6/28/2022,"23,255.00"
6/27/2022,"23,245.00"
6/24/2022,"23,247.00"
6/23/2022,"23,244.00"
6/22/2022,"23,235.00"
6/21/2022,"23,226.00"
6/20/2022,"23,230.00"
6/17/2022,"23,220.00"
6/16/2022,"23,232.00"
6/15/2022,"23,230.00"
6/14/2022,"23,210.00"
6/13/2022,"23,195.00"
6/10/2022,"23,177.00"
6/9/2022,"23,155.00"
6/8/2022,"23,187.00"
6/7/2022,"23,185.00"
6/6/2022,"23,180.00"
6/3/2022,"23,187.00"
6/2/2022,"23,193.00"
6/1/2022,"23,196.00"
5/31/2022,"23,185.00"
5/30/2022,"23,176.00"
5/27/2022,"23,195.00"
5/26/2022,"23,205.00"
5/25/2022,"23,190.00"
5/24/2022,"23,210.00"
5/23/2022,"23,170.00"
5/20/2022,"23,160.00"
5/19/2022,"23,140.00"
5/18/2022,"23,139.00"
5/17/2022,"23,120.00"
5/16/2022,"23,095.00"
5/13/2022,"23,086.00"
5/12/2022,"23,096.00"
5/11/2022,"23,050.00"
5/10/2022,"22,941.00"
5/9/2022,"22,950.00"
5/6/2022,"22,955.00"
5/5/2022,"22,955.00"
5/4/2022,"22,966.00"
5/3/2022,"22,962.00"
5/2/2022,"22,962.00"
4/29/2022,"22,962.00"
4/28/2022,"22,956.00"
4/27/2022,"22,965.00"
4/26/2022,"22,970.00"
4/25/2022,"22,983.00"
4/22/2022,"22,965.00"
4/21/2022,"22,962.00"
4/20/2022,"22,962.00"
4/19/2022,"22,955.00"
4/18/2022,"22,890.00"
4/15/2022,"22,899.00"
4/14/2022,"22,900.00"
4/13/2022,"22,887.00"
4/12/2022,"22,888.00"
4/11/2022,"22,860.00"
4/8/2022,"22,860.00"
4/7/2022,"22,859.00"
4/6/2022,"22,866.00"
4/5/2022,"22,873.00"
4/4/2022,"22,846.00"
4/1/2022,"22,837.00"
3/31/2022,"22,838.00"
3/30/2022,"22,854.00"
3/29/2022,"22,865.00"
3/28/2022,"22,860.00"
3/25/2022,"22,861.00"
3/24/2022,"22,869.00"
3/23/2022,"22,872.00"
3/22/2022,"22,870.00"
3/21/2022,"22,860.00"
3/18/2022,"22,860.00"
3/17/2022,"22,865.00"
3/16/2022,"22,879.00"
3/15/2022,"22,880.00"
3/14/2022,"22,890.00"
3/11/2022,"22,873.00"
3/10/2022,"22,835.00"
3/9/2022,"22,835.00"
3/8/2022,"22,845.00"
3/7/2022,"22,845.00"
3/4/2022,"22,830.00"
3/3/2022,"22,835.00"
3/2/2022,"22,840.00"
3/1/2022,"22,815.00"
2/28/2022,"22,805.00"
2/25/2022,"22,820.00"
2/24/2022,"22,840.00"
2/23/2022,"22,825.00"
2/22/2022,"22,815.00"
2/21/2022,"22,800.00"
2/18/2022,"22,820.00"
2/17/2022,"22,785.00"
2/16/2022,"22,750.00"
2/15/2022,"22,750.00"
2/14/2022,"22,725.00"
2/11/2022,"22,685.00"
2/10/2022,"22,680.00"
2/9/2022,"22,680.00"
2/8/2022,"22,715.00"
2/7/2022,"22,665.00"
2/4/2022,"22,645.00"
2/3/2022,"22,645.00"
2/2/2022,"22,645.00"
2/1/2022,"22,645.00"
1/31/2022,"22,645.00"
1/28/2022,"22,645.00"
1/27/2022,"22,630.00"
1/26/2022,"22,630.00"
1/25/2022,"22,630.00"
1/24/2022,"22,675.00"
1/21/2022,"22,625.00"
1/20/2022,"22,645.00"
1/19/2022,"22,700.00"
1/18/2022,"22,750.00"
1/17/2022,"22,720.00"
1/14/2022,"22,710.00"
1/13/2022,"22,710.00"
1/12/2022,"22,698.00"
1/11/2022,"22,698.00"
1/10/2022,"22,695.00"
1/7/2022,"22,685.00"
1/6/2022,"22,745.00"
1/5/2022,"22,755.00"
1/4/2022,"22,752.00"
1/3/2022,"22,825.00"
12/31/2021,"22,825.00"
12/30/2021,"22,765.00"
12/29/2021,"22,820.00"
12/28/2021,"22,835.00"
12/27/2021,"22,810.00"
12/24/2021,"22,840.00"
12/23/2021,"22,950.00"
12/22/2021,"22,955.00"
12/21/2021,"22,933.00"
12/20/2021,"22,928.00"
12/17/2021,"22,980.00"
12/16/2021,"22,990.00"
12/15/2021,"23,030.00"
12/14/2021,"23,000.00"
12/13/2021,"22,975.00"
12/10/2021,"23,025.00"
12/9/2021,"22,980.00"
12/8/2021,"22,920.00"
12/7/2021,"23,070.00"
12/6/2021,"23,020.00"
12/3/2021,"22,830.00"
12/2/2021,"22,730.00"
12/1/2021,"22,710.00"
11/30/2021,"22,688.00"
11/29/2021,"22,690.00"
11/26/2021,"22,678.00"
11/25/2021,"22,670.00"
11/24/2021,"22,680.00"
11/23/2021,"22,675.00"
11/22/2021,"22,670.00"
11/19/2021,"22,657.00"
11/18/2021,"22,650.00"
11/17/2021,"22,648.00"
11/16/2021,"22,650.00"
11/15/2021,"22,645.00"
11/12/2021,"22,640.00"
11/11/2021,"22,645.00"
11/10/2021,"22,660.00"
11/9/2021,"22,662.00"
11/8/2021,"22,660.00"
11/5/2021,"22,680.00"
11/4/2021,"22,680.00"
11/3/2021,"22,747.00"
11/2/2021,"22,748.00"
11/1/2021,"22,750.00"
10/29/2021,"22,750.00"
10/28/2021,"22,750.00"
10/27/2021,"22,755.00"
10/26/2021,"22,757.00"
10/25/2021,"22,745.00"
10/22/2021,"22,754.00"
10/21/2021,"22,750.00"
10/20/2021,"22,755.00"
10/19/2021,"22,755.00"
10/18/2021,"22,758.00"
10/15/2021,"22,758.00"
